😀	cara, cara sonriendo, contento, divertido, sonrisa
👈🏾	mano con dedo índice hacia la izquierda, mano con dedo índice hacia la izquierda: tono de piel oscuro medio, tono de piel oscuro medio
👈🏿	mano con dedo índice hacia la izquierda, mano con dedo índice hacia la izquierda: tono de piel oscuro, tono de piel oscuro
👉️	mano con dedo índice hacia la derecha
👉🏻	mano con dedo índice hacia la derecha, mano con dedo índice hacia la derecha: tono de piel claro, tono de piel claro
👉🏼	mano con dedo índice hacia la derecha, mano con dedo índice hacia la derecha: tono de piel claro medio, tono de piel claro medio
👉🏽	mano con dedo índice hacia la derecha, mano con dedo índice hacia la derecha: tono de piel medio, tono de piel medio
👉🏾	mano con dedo índice hacia la derecha, mano con dedo índice hacia la derecha: tono de piel oscuro medio, tono de piel oscuro medio
👉🏿	mano con dedo índice hacia la derecha, mano con dedo índice hacia la derecha: tono de piel oscuro, tono de piel oscuro
🖕	dedo, dedo medio hacia arriba, insulto, mano, medio
🖕🏻	dedo, dedo medio hacia arriba, dedo medio hacia arriba: tono de piel claro, insulto, mano, medio, tono de piel claro
🖕🏼	dedo, dedo medio hacia arriba, dedo medio hacia arriba: tono de piel claro medio, insulto, mano, medio, tono de piel claro medio
🖕🏽	dedo, dedo medio hacia arriba, dedo medio hacia arriba: tono de piel medio, insulto, mano, medio, tono de piel medio
🖕🏾	dedo, dedo medio hacia arriba, dedo medio hacia arriba: tono de piel oscuro medio, insulto, mano, medio, tono de piel oscuro medio
🖕🏿	dedo, dedo medio hacia arriba, dedo medio hacia arriba: tono de piel oscuro, insulto, mano, medio, tono de piel oscuro
👇️	abajo, apuntar, dorso de mano con dedo índice hacia abajo, mano, señalar, índice
👇🏻	abajo, apuntar, dorso de mano con dedo índice hacia abajo, mano, señalar, tono de piel claro, índice
👇🏼	abajo, apuntar, dorso de mano con dedo índice hacia abajo, mano, señalar, tono de piel claro medio, índice
👇🏽	abajo, apuntar, dorso de mano con dedo índice hacia abajo, mano, señalar, tono de piel medio, índice
👇🏾	abajo, apuntar, dorso de mano con dedo índice hacia abajo, mano, señalar, tono de piel oscuro medio, índice
👇🏿	abajo, apuntar, dorso de mano con dedo índice hacia abajo, mano, señalar, tono de piel oscuro, índice
☝️	apuntar, arriba, dedo índice hacia arriba, señalar, índice
☝🏻	apuntar, arriba, dedo índice hacia arriba, señalar, tono de piel claro, índice
☝🏼	apuntar, arriba, dedo índice hacia arriba, señalar, tono de piel claro medio, índice
☝🏽	apuntar, arriba, dedo índice hacia arriba, señalar, tono de piel medio, índice
☝🏾	apuntar, arriba, dedo índice hacia arriba, señalar, tono de piel oscuro medio, índice
☝🏿	apuntar, arriba, dedo índice hacia arriba, señalar, tono de piel oscuro, índice
✊	puño en alto
✊🏻	puño en alto, puño en alto: tono de piel claro, tono de piel claro
✊🏼	puño en alto, puño en alto: tono de piel claro medio, tono de piel claro medio
✊🏽	puño en alto, puño en alto: tono de piel medio, tono de piel medio
✊🏾	puño en alto, puño en alto: tono de piel oscuro medio, tono de piel oscuro medio
✊🏿	puño en alto, puño en alto: tono de piel oscuro, tono de piel oscuro
🤛	izquierda, puño, puño hacia la izquierda
🤛🏻	izquierda, puño, puño hacia la izquierda, puño hacia la izquierda: tono de piel claro, tono de piel claro
🤛🏼	izquierda, puño, puño hacia la izquierda, puño hacia la izquierda: tono de piel claro medio, tono de piel claro medio
🤛🏽	izquierda, puño, puño hacia la izquierda, puño hacia la izquierda: tono de piel medio, tono de piel medio
🤛🏾	izquierda, puño, puño hacia la izquierda, puño hacia la izquierda: tono de piel oscuro medio, tono de piel oscuro medio
🤛🏿	izquierda, puño, puño hacia la izquierda, puño hacia la izquierda: tono de piel oscuro, tono de piel oscuro
🤜	derecha, puño, puño hacia la derecha
🤜🏻	derecha, puño, puño hacia la derecha, puño hacia la derecha: tono de piel claro, tono de piel claro
🤜🏼	derecha, puño, puño hacia la derecha, puño hacia la derecha: tono de piel claro medio, tono de piel claro medio
🤜🏽	derecha, puño, puño hacia la derecha, puño hacia la derecha: tono de piel medio, tono de piel medio
🤜🏾	derecha, puño, puño hacia la derecha, puño hacia la derecha: tono de piel oscuro medio, tono de piel oscuro medio
🤜🏿	derecha, puño, puño hacia la derecha, puño hacia la derecha: tono de piel oscuro, tono de piel oscuro
🙌	chocar, cinco, festejo, manos, manos levantadas celebrando
🙌🏻	chocar, cinco, festejo, manos, manos levantadas celebrando, manos levantadas celebrando: tono de piel claro, tono de piel claro
🙌🏼	chocar, cinco, festejo, manos, manos levantadas celebrando, manos levantadas celebrando: tono de piel claro medio, tono de piel claro medio
🙌🏽	chocar, cinco, festejo, manos, manos levantadas celebrando, manos levantadas celebrando: tono de piel medio, tono de piel medio
🙌🏾	chocar, cinco, festejo, manos, manos levantadas celebrando, manos levantadas celebrando: tono de piel oscuro medio, tono de piel oscuro medio
🙌🏿	chocar, cinco, festejo, manos, manos levantadas celebrando, manos levantadas celebrando: tono de piel oscuro, tono de piel oscuro
🙏	favor, gracias, manos en oración, oración, orar, rezar
🙏🏻	favor, gracias, manos en oración, oración, orar, rezar, tono de piel claro
🙏🏼	favor, gracias, manos en oración, oración, orar, rezar, tono de piel claro medio
🙏🏽	favor, gracias, manos en oración, oración, orar, rezar, tono de piel medio
🙏🏾	favor, gracias, manos en oración, oración, orar, rezar, tono de piel oscuro medio
🙏🏿	favor, gracias, manos en oración, oración, orar, rezar, tono de piel oscuro
💅	esmalte, pintarse las uñas, uñas
💅🏻	esmalte, pintarse las uñas, tono de piel claro, uñas
💅🏼	esmalte, pintarse las uñas, tono de piel claro medio, uñas
💅🏽	esmalte, pintarse las uñas, tono de piel medio, uñas
💅🏾	esmalte, pintarse las uñas, tono de piel oscuro medio, uñas
💅🏿	esmalte, pintarse las uñas, tono de piel oscuro, uñas
🤳	selfi
🤳🏻	selfi, selfi: tono de piel claro, tono de piel claro
🤳🏼	selfi, selfi: tono de piel claro medio, tono de piel claro medio
🤳🏽	selfi, selfi: tono de piel medio, tono de piel medio
🤳🏾	selfi, selfi: tono de piel oscuro medio, tono de piel oscuro medio
🤳🏿	selfi, selfi: tono de piel oscuro, tono de piel oscuro
🦵	pierna
🦵🏻	pierna, tono de piel claro
🦵🏼	pierna, tono de piel claro medio
🦵🏽	pierna, tono de piel medio
🦵🏾	pierna, tono de piel oscuro medio
🦵🏿	pierna, tono de piel oscuro
🫀	órgano cardíaco
🫁	pulmones
🦴	hueso
🧒	joven
🧒🏻	joven, joven: tono de piel claro, tono de piel claro
🧒🏼	joven, joven: tono de piel claro medio, tono de piel claro medio
🧒🏽	joven, joven: tono de piel medio, tono de piel medio
🧒🏾	joven, joven: tono de piel oscuro medio, tono de piel oscuro medio
🧒🏿	joven, joven: tono de piel oscuro, tono de piel oscuro
🧑‍🦰	género, neutro, pelirrojo, persona adulta, persona adulta: pelirrojo
🧑🏻‍🦰	género, neutro, pelirrojo, persona adulta, persona adulta: tono de piel claro y pelirrojo, tono de piel claro
🧑🏼‍🦰	género, neutro, pelirrojo, persona adulta, persona adulta: tono de piel claro medio y pelirrojo, tono de piel claro medio
🧑🏽‍🦰	género, neutro, pelirrojo, persona adulta, persona adulta: tono de piel medio y pelirrojo, tono de piel medio
🧑🏾‍🦰	género, neutro, pelirrojo, persona adulta, persona adulta: tono de piel oscuro medio y pelirrojo, tono de piel oscuro medio
🧑🏿‍🦰	género, neutro, pelirrojo, persona adulta, persona adulta: tono de piel oscuro y pelirrojo, tono de piel oscuro
🧑‍🦱	género, neutro, pelo enrulado, persona adulta, persona adulta: pelo enrulado
🧑🏻‍🦱	género, neutro, pelo enrulado, persona adulta, persona adulta: tono de piel claro y pelo enrulado, tono de piel claro
🧑🏼‍🦱	género, neutro, pelo enrulado, persona adulta, persona adulta: tono de piel claro medio y pelo enrulado, tono de piel claro medio
🧑🏽‍🦱	género, neutro, pelo enrulado, persona adulta, persona adulta: tono de piel medio y pelo enrulado, tono de piel medio
🧑🏾‍🦱	género, neutro, pelo enrulado, persona adulta, persona adulta: tono de piel oscuro medio y pelo enrulado, tono de piel oscuro medio
🧑🏿‍🦱	género, neutro, pelo enrulado, persona adulta, persona adulta: tono de piel oscuro y pelo enrulado, tono de piel oscuro
🧑‍🦳	género, neutro, pelo canoso, persona adulta, persona adulta: pelo canoso
🧑🏻‍🦳	género, neutro, pelo canoso, persona adulta, persona adulta: tono de piel claro y pelo canoso, tono de piel claro
🧑🏼‍🦳	género, neutro, pelo canoso, persona adulta, persona adulta: tono de piel claro medio y pelo canoso, tono de piel claro medio
🧑🏽‍🦳	género, neutro, pelo canoso, persona adulta, persona adulta: tono de piel medio y pelo canoso, tono de piel medio
🧑🏾‍🦳	género, neutro, pelo canoso, persona adulta, persona adulta: tono de piel oscuro medio y pelo canoso, tono de piel oscuro medio
🧑🏿‍🦳	género, neutro, pelo canoso, persona adulta, persona adulta: tono de piel oscuro y pelo canoso, tono de piel oscuro
🧑‍🦲	género, neutro, pelado, persona adulta, persona adulta: pelado
🧑🏻‍🦲	género, neutro, pelado, persona adulta, persona adulta: tono de piel claro y pelado, tono de piel claro
🧑🏼‍🦲	género, neutro, pelado, persona adulta, persona adulta: tono de piel claro medio y pelado, tono de piel claro medio
🧑🏽‍🦲	género, neutro, pelado, persona adulta, persona adulta: tono de piel medio y pelado, tono de piel medio
🧑🏾‍🦲	género, neutro, pelado, persona adulta, persona adulta: tono de piel oscuro medio y pelado, tono de piel oscuro medio
🧑🏿‍🦲	género, neutro, pelado, persona adulta, persona adulta: tono de piel oscuro y pelado, tono de piel oscuro
👨‍🦰	cara, hombre, hombre: pelirrojo, pelirrojo, persona, señor
👨🏻‍🦰	cara, hombre, hombre: tono de piel claro y pelirrojo, pelirrojo, persona, señor, tono de piel claro
👨🏼‍🦰	cara, hombre, hombre: tono de piel claro medio y pelirrojo, pelirrojo, persona, señor, tono de piel claro medio
👨🏽‍🦰	cara, hombre, hombre: tono de piel medio y pelirrojo, pelirrojo, persona, señor, tono de piel medio
👨🏾‍🦰	cara, hombre, hombre: tono de piel oscuro medio y pelirrojo, pelirrojo, persona, señor, tono de piel oscuro medio
👨🏿‍🦰	cara, hombre, hombre: tono de piel oscuro y pelirrojo, pelirrojo, persona, señor, tono de piel oscuro
👨‍🦱	cara, hombre, hombre: pelo enrulado, pelo enrulado, persona, señor
👨🏻‍🦱	cara, hombre, hombre: tono de piel claro y pelo enrulado, pelo enrulado, persona, señor, tono de piel claro
👨🏼‍🦱	cara, hombre, hombre: tono de piel claro medio y pelo enrulado, pelo enrulado, persona, señor, tono de piel claro medio
👨🏽‍🦱	cara, hombre, hombre: tono de piel medio y pelo enrulado, pelo enrulado, persona, señor, tono de piel medio
👨🏾‍🦱	cara, hombre, hombre: tono de piel oscuro medio y pelo enrulado, pelo enrulado, persona, señor, tono de piel oscuro medio
👨🏿‍🦱	cara, hombre, hombre: tono de piel oscuro y pelo enrulado, pelo enrulado, persona, señor, tono de piel oscuro
👨‍🦳	cara, hombre, hombre: pelo canoso, pelo canoso, persona, señor
👨🏻‍🦳	cara, hombre, hombre: tono de piel claro y pelo canoso, pelo canoso, persona, señor, tono de piel claro
👨🏼‍🦳	cara, hombre, hombre: tono de piel claro medio y pelo canoso, pelo canoso, persona, señor, tono de piel claro medio
👨🏽‍🦳	cara, hombre, hombre: tono de piel medio y pelo canoso, pelo canoso, persona, señor, tono de piel medio
👨🏾‍🦳	cara, hombre, hombre: tono de piel oscuro medio y pelo canoso, pelo canoso, persona, señor, tono de piel oscuro medio
👨🏿‍🦳	cara, hombre, hombre: tono de piel oscuro y pelo canoso, pelo canoso, persona, señor, tono de piel oscuro
👨‍🦲	cara, hombre, hombre: pelado, pelado, persona, señor
👨🏻‍🦲	cara, hombre, hombre: tono de piel claro y pelado, pelado, persona, señor, tono de piel claro
👨🏼‍🦲	cara, hombre, hombre: tono de piel claro medio y pelado, pelado, persona, señor, tono de piel claro medio
👨🏽‍🦲	cara, hombre, hombre: tono de piel medio y pelado, pelado, persona, señor, tono de piel medio
👨🏾‍🦲	cara, hombre, hombre: tono de piel oscuro medio y pelado, pelado, persona, señor, tono de piel oscuro medio
👨🏿‍🦲	cara, hombre, hombre: tono de piel oscuro y pelado, pelado, persona, señor, tono de piel oscuro
👩‍🦰	cara, mujer, mujer: pelirrojo, pelirrojo, persona, señora
👩🏻‍🦰	cara, mujer, mujer: tono de piel claro y pelirrojo, pelirrojo, persona, señora, tono de piel claro
👩🏼‍🦰	cara, mujer, mujer: tono de piel claro medio y pelirrojo, pelirrojo, persona, señora, tono de piel claro medio
👩🏽‍🦰	cara, mujer, mujer: tono de piel medio y pelirrojo, pelirrojo, persona, señora, tono de piel medio
👩🏾‍🦰	cara, mujer, mujer: tono de piel oscuro medio y pelirrojo, pelirrojo, persona, señora, tono de piel oscuro medio
👩🏿‍🦰	cara, mujer, mujer: tono de piel oscuro y pelirrojo, pelirrojo, persona, señora, tono de piel oscuro
👩‍🦱	cara, mujer, mujer: pelo enrulado, pelo enrulado, persona, señora
👩🏻‍🦱	cara, mujer, mujer: tono de piel claro y pelo enrulado, pelo enrulado, persona, señora, tono de piel claro
👩🏼‍🦱	cara, mujer, mujer: tono de piel claro medio y pelo enrulado, pelo enrulado, persona, señora, tono de piel claro medio
👩🏽‍🦱	cara, mujer, mujer: tono de piel medio y pelo enrulado, pelo enrulado, persona, señora, tono de piel medio
👩🏾‍🦱	cara, mujer, mujer: tono de piel oscuro medio y pelo enrulado, pelo enrulado, persona, señora, tono de piel oscuro medio
👩🏿‍🦱	cara, mujer, mujer: tono de piel oscuro y pelo enrulado, pelo enrulado, persona, señora, tono de piel oscuro
👩‍🦳	cara, mujer, mujer: pelo canoso, pelo canoso, persona, señora
👩🏻‍🦳	cara, mujer, mujer: tono de piel claro y pelo canoso, pelo canoso, persona, señora, tono de piel claro
👩🏼‍🦳	cara, mujer, mujer: tono de piel claro medio y pelo canoso, pelo canoso, persona, señora, tono de piel claro medio
👩🏽‍🦳	cara, mujer, mujer: tono de piel medio y pelo canoso, pelo canoso, persona, señora, tono de piel medio
👩🏾‍🦳	cara, mujer, mujer: tono de piel oscuro medio y pelo canoso, pelo canoso, persona, señora, tono de piel oscuro medio
👩🏿‍🦳	cara, mujer, mujer: tono de piel oscuro y pelo canoso, pelo canoso, persona, señora, tono de piel oscuro
👩‍🦲	cara, mujer, mujer: pelado, pelado, persona, señora
👩🏻‍🦲	cara, mujer, mujer: tono de piel claro y pelado, pelado, persona, señora, tono de piel claro
👩🏼‍🦲	cara, mujer, mujer: tono de piel claro medio y pelado, pelado, persona, señora, tono de piel claro medio
👩🏽‍🦲	cara, mujer, mujer: tono de piel medio y pelado, pelado, persona, señora, tono de piel medio
👩🏾‍🦲	cara, mujer, mujer: tono de piel oscuro medio y pelado, pelado, persona, señora, tono de piel oscuro medio
👩🏿‍🦲	cara, mujer, mujer: tono de piel oscuro y pelado, pelado, persona, señora, tono de piel oscuro
🙍	cara, ceño, enojado, mal, mujer frunciendo el ceño
🙍🏻	cara, ceño, enojado, mal, mujer frunciendo el ceño, tono de piel claro
🙍🏼	cara, ceño, enojado, mal, mujer frunciendo el ceño, tono de piel claro medio
🙍🏽	cara, ceño, enojado, mal, mujer frunciendo el ceño, tono de piel medio
🙍🏾	cara, ceño, enojado, mal, mujer frunciendo el ceño, tono de piel oscuro medio
🙍🏿	cara, ceño, enojado, mal, mujer frunciendo el ceño, tono de piel oscuro
🙍‍♀	ceño, fruncido, gesto, mujer, mujer que frunce el seño
🙍🏻‍♀	ceño, fruncido, gesto, mujer, mujer que frunce el seño, tono de piel claro
🙍🏼‍♀	ceño, fruncido, gesto, mujer, mujer que frunce el seño, tono de piel claro medio
🙍🏽‍♀	ceño, fruncido, gesto, mujer, mujer que frunce el seño, tono de piel medio
🙍🏾‍♀	ceño, fruncido, gesto, mujer, mujer que frunce el seño, tono de piel oscuro medio
🙍🏿‍♀	ceño, fruncido, gesto, mujer, mujer que frunce el seño, tono de piel oscuro
🙅	brazos, cruzados, gesto, gesto de está mal, no
🙅🏻	brazos, cruzados, gesto, gesto de está mal, no, tono de piel claro
🙅🏼	brazos, cruzados, gesto, gesto de está mal, no, tono de piel claro medio
🙅🏽	brazos, cruzados, gesto, gesto de está mal, no, tono de piel medio
🙅🏾	brazos, cruzados, gesto, gesto de está mal, no, tono de piel oscuro medio
🙅🏿	brazos, cruzados, gesto, gesto de está mal, no, tono de piel oscuro
🙆‍♀	aceptación, acuerdo, gesto, mujer haciendo el gesto de "de acuerdo"
🙆🏻‍♀	aceptación, acuerdo, gesto, mujer haciendo el gesto de "de acuerdo", tono de piel claro
🙆🏼‍♀	aceptación, acuerdo, gesto, mujer haciendo el gesto de "de acuerdo", tono de piel claro medio
🙆🏽‍♀	aceptación, acuerdo, gesto, mujer haciendo el gesto de "de acuerdo", tono de piel medio
🙆🏾‍♀	aceptación, acuerdo, gesto, mujer haciendo el gesto de "de acuerdo", tono de piel oscuro medio
🙆🏿‍♀	aceptación, acuerdo, gesto, mujer haciendo el gesto de "de acuerdo", tono de piel oscuro
💁	información, mesa, mujer, persona, persona en mesa entrada
💁🏻	información, mesa, mujer, persona, persona en mesa entrada, tono de piel claro
💁🏼	información, mesa, mujer, persona, persona en mesa entrada, tono de piel claro medio
💁🏽	información, mesa, mujer, persona, persona en mesa entrada, tono de piel medio
💁🏾	información, mesa, mujer, persona, persona en mesa entrada, tono de piel oscuro medio
💁🏿	información, mesa, mujer, persona, persona en mesa entrada, tono de piel oscuro
🙋	levantar, mano, persona, persona levantando la mano, yo
🙋🏻	levantar, mano, persona, persona levantando la mano, tono de piel claro, yo
🙋🏼	levantar, mano, persona, persona levantando la mano, tono de piel claro medio, yo
🙋🏽	levantar, mano, persona, persona levantando la mano, tono de piel medio, yo
🙋🏾	levantar, mano, persona, persona levantando la mano, tono de piel oscuro medio, yo
🙋🏿	levantar, mano, persona, persona levantando la mano, tono de piel oscuro, yo
🤦	exasperación, facepalm, frente, incredulidad, mano en la frente, persona con la mano en la frente
🤦🏻	exasperación, facepalm, frente, incredulidad, mano en la frente, persona con la mano en la frente, tono de piel claro
🤦🏼	exasperación, facepalm, frente, incredulidad, mano en la frente, persona con la mano en la frente, tono de piel claro medio
🤦🏽	exasperación, facepalm, frente, incredulidad, mano en la frente, persona con la mano en la frente, tono de piel medio
🤦🏾	exasperación, facepalm, frente, incredulidad, mano en la frente, persona con la mano en la frente, tono de piel oscuro medio
🤦🏿	exasperación, facepalm, frente, incredulidad, mano en la frente, persona con la mano en la frente, tono de piel oscuro
🤦‍♂	exasperación, facepalm, hombre, hombre con la mano en la frente, incredulidad
🤦🏻‍♂	exasperación, facepalm, hombre, hombre con la mano en la frente, incredulidad, tono de piel claro
🤦🏼‍♂	exasperación, facepalm, hombre, hombre con la mano en la frente, incredulidad, tono de piel claro medio
🤦🏽‍♂	exasperación, facepalm, hombre, hombre con la mano en la frente, incredulidad, tono de piel medio
🤦🏾‍♂	exasperación, facepalm, hombre, hombre con la mano en la frente, incredulidad, tono de piel oscuro medio
🤦🏿‍♂	exasperación, facepalm, hombre, hombre con la mano en la frente, incredulidad, tono de piel oscuro
🤦‍♀	exasperación, facepalm, incredulidad, mujer, mujer con la mano en la frente
🤦🏻‍♀	exasperación, facepalm, incredulidad, mujer, mujer con la mano en la frente, tono de piel claro
🤦🏼‍♀	exasperación, facepalm, incredulidad, mujer, mujer con la mano en la frente, tono de piel claro medio
🤦🏽‍♀	exasperación, facepalm, incredulidad, mujer, mujer con la mano en la frente, tono de piel medio
🤦🏾‍♀	exasperación, facepalm, incredulidad, mujer, mujer con la mano en la frente, tono de piel oscuro medio
🤦🏿‍♀	exasperación, facepalm, incredulidad, mujer, mujer con la mano en la frente, tono de piel oscuro
🤷	duda, encogerse, hombros, ignorancia, indiferencia, persona encogida de hombros
🤷🏻	duda, encogerse, hombros, ignorancia, indiferencia, persona encogida de hombros, tono de piel claro
🤷🏼	duda, encogerse, hombros, ignorancia, indiferencia, persona encogida de hombros, tono de piel claro medio
🤷🏽	duda, encogerse, hombros, ignorancia, indiferencia, persona encogida de hombros, tono de piel medio
🤷🏾	duda, encogerse, hombros, ignorancia, indiferencia, persona encogida de hombros, tono de piel oscuro medio
🤷🏿	duda, encogerse, hombros, ignorancia, indiferencia, persona encogida de hombros, tono de piel oscuro
👨‍⚕	doctor, enfermero, médico, profesional sanitario hombre
👨🏻‍⚕	doctor, enfermero, médico, profesional sanitario hombre, tono de piel claro
👨🏼‍⚕	doctor, enfermero, médico, profesional sanitario hombre, tono de piel claro medio
👨🏽‍⚕	doctor, enfermero, médico, profesional sanitario hombre, tono de piel medio
👨🏾‍⚕	doctor, enfermero, médico, profesional sanitario hombre, tono de piel oscuro medio
👨🏿‍⚕	doctor, enfermero, médico, profesional sanitario hombre, tono de piel oscuro
👩‍⚕	doctora, enfermera, médica, profesional sanitario mujer
👩🏻‍⚕	doctora, enfermera, médica, profesional sanitario mujer, tono de piel claro
👩🏼‍⚕	doctora, enfermera, médica, profesional sanitario mujer, tono de piel claro medio
